institution,addr,lat,lng
Central Public Health Laboratories,"250 N 17th Ave, Phoenix, AZ 85007, USA",33.450571,-112.0964996
National Institute of Child Health and Development,"6710 Rockledge Dr, Bethesda, MD 20817, USA",39.0292164,-77.13551009999999
Technical University of Munich,"Arcisstraße 21, 80333 München, Germany",48.14966,11.5678602
Technion -Israel Institute of Technology,"Haifa, 3200003, Israel",32.7767783,35.0231271
World Health Organization Regional Office for Europe,"FN Byen, Marmorvej 51, 2100 København, Denmark",55.704983,12.5984031
GD Animal Health Service,"300 Samuelson Dr, Orangeville, IL 61060, USA",42.465444,-89.65433709999999
"APHIS, Veterinary Services","230-59 Rockaway Blvd, Springfield Gardens, NY 11413, USA",40.6513003,-73.7559471
Johns Hopkins in Singapore,"11 Jln Tan Tock Seng, Singapore 308433",1.3212333,103.8459019
Northeast Normal University,"China, Jilin Sheng, Changchun Shi, Nanguan Qu, 人民大街5268号",43.862026,125.331441
CNRS UMR3666,"3 Rue Michel Ange, 75016 Paris, France",48.8476037,2.2639934
French School of Public Health),"5 T Avenue du Président John Fitzgerald Kennedy, 17000 La Rochelle, France",46.16792950000001,-1.1851613
Ahalia School of Pharmacy,"Kozhippara, Ahalia Campus, Palakkad, Kerala 678557, India",10.8006902,76.8183267
Leiden University,"Rapenburg 70, 2311 EZ Leiden, Netherlands",52.1571485,4.485209
Zhejiang University of Finance and Economics,"Qiushi Rd, Xihu Qu, Hangzhou Shi, Zhejiang Sheng, China",30.284836,120.113367
Razi Institute,"300 E Esplanade Dr # 1600, Oxnard, CA 93036, USA",34.2283494,-119.174523
VA San Diego Healthcare System,"3350 La Jolla Village Dr, San Diego, CA 92161, USA",32.8746054,-117.2318344
†Institut Pasteur,"25-28 Rue du Dr Roux, 75015 Paris, France",48.8403734,2.3112488
National AIDS Control Committee,"1000 Vermont Ave NW, Washington, DC 20005, USA",38.902961,-77.03396359999999
"APC Company, Inc. Ames","Ames, IA, USA",42.0307812,-93.63191309999999
Universitä t Konstanz,"Universitätsstraße 10, 78464 Konstanz, Germany",47.689426,9.1868777
University of Alabama Birmingham,"1720 University Blvd, Birmingham, AL 35294, USA",33.5019893,-86.8064433
University of Rostock Medical School,"Schillingallee 70, 18057 Rostock, Germany",54.085123,12.099261
Mizoram University,"Aizawl, Mizoram 796004, India",23.7364942,92.6642456
Marinomed Biotechnologie GmbH,"Veterinärpl. 1, 1210 Wien, Austria",48.2543225,16.4315885
National Institute for Infectious Diseases 'L Spallanzani',"Via Portuense, 292, 00149 Roma RM, Italy",41.866501,12.4564793
Houston School of Public Health,"1200 Pressler St, Houston, TX 77030, USA",29.7048881,-95.3982697
Veterans Administration Medical Center,"4801 Linwood Blvd, Kansas City, MO 64128, USA",39.0632168,-94.52732920000001
Gadjah Mada University,"Bulaksumur, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.7713847,110.3774998
Federal University of Rio Grande do Norte,"59078 970 Avenida Senador Salgado Filho, 3000 Centro de Convivência Djalma Marinho Sala 09 S/N - Lagoa Nova, Natal - RN, Brazil",-5.8397871,-35.2017448
University Hospital Herlev,"Borgmester Ib Juuls Vej 1, 2730 Herlev, Denmark",55.7312255,12.44334
Sorlandet Hospital Kristiansand HF,"Egsveien 100, 4615 Kristiansand, Norway",58.1640421,7.9808057
University of Pennsylvania,"Philadelphia, PA 19104, USA",39.9522188,-75.1932137
University of California at Irvine,"Irvine, CA 92697, USA",33.6404952,-117.8442962
The Medical Center Birmingham,"701 Princeton Ave SW, Birmingham, AL 35211, USA",33.4986619,-86.8469633
Queens' University Belfast,"University Rd, Belfast BT7 1NN, UK",54.5844087,-5.9340493
Huaqiao University,"Fengze District, Quanzhou, China",24.934879,118.645694
Institució Catalana de Recerca i Estudis Avanç ats (ICREA),"Passeig de Lluís Companys, 23, 08010 Barcelona, Spain",41.3911775,2.1795176
the First Affiliated Hospital of Guangzhou Medical University,"1 Kangda Rd, Bin Jiang Lu, Haizhu Qu, Guangzhou Shi, Guangdong Sheng, China",23.100146,113.288641
KU Leuven -University of Leuven,"Parkstraat 45, 3000 Leuven, Belgium",50.8738238,4.7034886
The University of Illinois at Chicago,"1200 W Harrison St, Chicago, IL 60607, USA",41.8697938,-87.6496336
Ontario Veterinary College,"Gordon St & College Ave W, Guelph, ON N1G 2W1, Canada",43.5312879,-80.23231419999999
YONSEI University,"107-11 Sinchon-dong, Seodaemun-gu, Seoul, South Korea",37.5609386,126.9394389
Centre for Health Informatics -City University,"7000 Fannin St #600, Houston, TX 77030, USA",29.7029537,-95.4031995
University of California-Berkeley,"Berkeley, CA, USA",37.8718992,-122.2585399
University-Hospital of Farhat Hached of Sousse,شارع ابن الجزار،، سوسة،، Tunisia,35.8296103,10.6277494
Instituto de Agroquímica y Tecnología de Alimentos (IATA-CSIC),"Carrer del Catedràtic Agustín Escardino Benlloch, 7, 46980 Paterna, Valencia, Spain",39.5151428,-0.4239374
St George Private Hospital,"1 South St, Kogarah NSW 2217, Australia",-33.9665438,151.1360661
Fairleigh Dickinson University,"1000 River Rd, Teaneck, NJ 07666, USA",40.8980267,-74.0306732
Q&T Research Sherbrooke,"2185 Rue King Ouest #101, Sherbrooke, QC J1J 2G2, Canada",45.3984494,-71.9266659
Lusíadas Hospital,"R. Abílio Mendes 12, 1500-458 Lisboa, Portugal",38.7493782,-9.1795052
Institut universitaire de cardiologie et de pneumologie de Québec-Université Laval,"2725 Ch Ste-Foy, Québec, QC G1V 4G5, Canada",46.7790343,-71.29770549999999
University of Brighton,"1 Denton Rd, Eastbourne BN20 7SR, UK",50.7596095,0.2674401
Goethe Universität Frankfurt,"60323 Frankfurt, Germany",50.1270675,8.6677635
Universidad de San Martín de Porres,"5000 Abbey Way SE, Lacey, WA 98503, USA",47.0407318,-122.8154094
Soka University,"1 University Cir, Aliso Viejo, CA 92656, USA",33.555385,-117.7340097
UNTREF,"2736, AHF, Av. Gral. Mosconi, B1674 Sáenz Peña, Provincia de Buenos Aires, Argentina",-34.6050362,-58.56433879999999
Tierärztliche Hochschule Hannover,"Bünteweg 9, 30559 Hannover, Germany",52.3549693,9.8015244
Beckman Research Institute of the City of Hope,"S Shamrock Ave, Monrovia, CA 91016, USA",34.1408898,-117.9914255
Chungnam National University Hospital,"282 Munhwa-ro, Daesa-dong, Jung-gu, Daejeon, South Korea",36.31695,127.4157208
National Agriculture and Food Research Organization,"3-chōme-1-1 Kannondai, Tsukuba, Ibaraki 305-8517, Japan",36.0281293,140.1021158
Unilever R&D Vlaardingen,"Olivier van Noortlaan 120, 3133 AT Vlaardingen, Netherlands",51.9004365,4.342097
University of Lisbon (ULisboa),"Cidade Universitária, Alameda da Universidade, 1649-004 Lisboa, Portugal",38.7526578,-9.158244999999999
Università della Svizzera italiana,"Via Giuseppe Buffi 13, 6900 Lugano, Switzerland",46.010737,8.958109
Ministère de la Santé Publique,"North 7, Estherville 51334",43.4019875,-94.8353468
University of Oklahoma College of Public Health,"Hudson College of Public Health University of Oklahoma Health Sciences Center, 801 NE 13th St, Oklahoma City, OK 73104, USA",35.4831161,-97.4985198
The Affiliated YanAn Hospital of Kunming Medical University,"112 Kunrui Rd, Wuhua Qu, Kunming Shi, Yunnan Sheng, China",25.0549231,102.6810657
Nova Gorica,"Nova Gorica, Slovenia",45.9549755,13.6493044
State Medical University,"370 W 9th Ave, Columbus, OH 43210, USA",39.9941487,-83.0168242
Unit Research and Development,"13049 Co Rd 12, La Jara, CO 81140, USA",37.2838535,-106.0380732
Doherty Institute for Infection and Immunity,"792 Elizabeth St, Melbourne VIC 3000, Australia",-37.8000025,144.9580257
Royal Victoria Hospital,"1001 Boulevard Décarie, Montréal, QC H4A 3J1, Canada",45.47326229999999,-73.60157850000002
Tethys Research Institute,"53 Downing Rd, Bangor, ME 04401, USA",44.826386,-68.8348216
Katholieke Universiteit Leuven,"Sint-Michielsstraat, 3000 Leuven, Belgium",50.8765934,4.7012101
University of Abertay Dundee,"Bell St, Dundee DD1 1HG, UK",56.463307,-2.973917
University of Virginia School of Medicine,"1215 Lee St, Charlottesville, VA 22908, USA",38.0319129,-78.49918149999999
Brown University School of Medicine,"222 Richmond St, Providence, RI 02903, USA",41.8189032,-71.4084642
St Andrew's House,"St Andrew's House, Edinburgh EH1 3DG, UK",55.9535907,-3.183931
Virology Research Institute,"1650 Owens St, San Francisco, CA 94158, USA",37.7680193,-122.3944562
Barberet and Blanc S.A,"Camino Viejo, 205, 30890 Puerto Lumbreras, Murcia, Spain",37.5803417,-1.7796732
Prince Sultan Military Medical,"Makkah Al Mukarramah Rd, As Sulimaniyah, Riyadh 12233, Saudi Arabia",24.6903265,46.7136177
Université Pierre et Marie Curie -Paris,"4 Place Jussieu, 75005 Paris, France",48.8471036,2.357499
University of Peradeniya,"Galaha Rd, 20400, Sri Lanka",7.254942199999999,80.59739019999999
St Joseph's Hospital and Medical Center,"350 W Thomas Rd, Phoenix, AZ 85013, USA",33.4829335,-112.0794801
Wroclaw Medical University,"Rektorat, wybrzeże Ludwika Pasteura 1, 50-367 Wrocław, Poland",51.1089147,17.0688865
Vagelos College of Physicians and Surgeons,"630 W 168th St, New York, NY 10032, USA",40.8410971,-73.9411973
University of Illinois Hospital and Health Sciences System,"1740 W Taylor St, Chicago, IL 60612, USA",41.8688334,-87.6704544
Fujita Health University,"楽ケ窪-1-98 沓掛町田 Toyoake, Aichi 470-1192, Japan",35.0711716,137.0012712
Hubei University of Science and Technology,"Shengjianao Alley, Xianan Qu, Xianning Shi, Hubei Sheng, China",29.864676,114.272208
"Otsuka Pharmaceutical Co., Ltd","2440 Research Blvd, Rockville, MD 20850, USA",39.1038764,-77.1881628
Unitat de Diagnòstic i Teràpia Molecular. Centre de Transfusió i Banc de Teixits (JB) y Servicio de Patología. Hospital Vall d'Hebron (SRyC). Barcelona. Correspondencia: S. Ramón y Cajal. Servicio de Patología. Hospital Vall d'Hebron. Paseo Valle d'Hebron,"Passeig de la Vall d'Hebron, 119, 08035 Barcelona, Spain",41.4283018,2.142488
University of Exeter Medical School,"Stocker Rd, Exeter EX4 4PY, UK",50.7371369,-3.5351475
Ehime University,"１０-13 Dōgohimata, Matsuyama, Ehime 790-8577, Japan",33.8528125,132.7744302
Japanese Red Cross Nagasaki Genbaku Hospital,"3-15 Morimachi, Nagasaki, 852-8104, Japan",32.7642709,129.8624153
Celgene Corporation,"86 Morris Ave, Summit, NJ 07901, USA",40.7090186,-74.3452692
Hunan University,"2 Lushan S Rd, Yuelu Qu, Changsha Shi, Hunan Sheng, China",28.178915,112.94395
Whitehead Institute for Biomedical Research,"455 Main St, Cambridge, MA 02142, USA",42.3630932,-71.089587
Beijing Institute of Respiratory Medicine,"China, Beijing Shi, Chaoyang Qu, S Sanlitun Rd, 中纺街甲1",39.924734,116.454805
Centro de Salud La Candelaria,"Av. San Juan de la Cruz, 0, 41006 Sevilla, Spain",37.3794393,-5.9564064
University,"800 S Tucker Dr, Tulsa, OK 74104, USA",36.1520526,-95.94607529999999
"SpaceTimeWorks, LLC","113 W G St, San Diego, CA 92101, USA",32.7122668,-117.1642039
Vvhitehead institute for Biomedical Research Nine Cambridge Center Cambridge,"250 Massachusetts Ave, Cambridge, MA 02139, USA",42.3611225,-71.09761610000001
Istituto Italiano di Tecnologia,"Via Morego, 30, 16163 Genova GE, Italy",44.47493739999999,8.9062287
Shandong Agricultural University,"61 Daizong St, Taishan Qu, Taian Shi, Shandong Sheng, China",36.19393760000001,117.1193702
The University of the South,"735 University Ave, Sewanee, TN 37383, USA",35.20518,-85.9176605
Agencia de Regulación y Control de la Bioseguridad y Cuarentena para Galápagos,"diagonal a la gruta del Divino Niño, Av Baltra, Puerto Ayora 200350, Ecuador",-0.7391495,-90.32268429999999
IHU-M editerran ee Infection,"19-21 Boulevard Jean Moulin, 13005 Marseille, France",43.2898643,5.4006949
Erasmus Medical Center,"Doctor Molewaterplein 40, 3015 GD Rotterdam, Netherlands",51.9108848,4.467854099999999
National Institute of Technology Raipur,"Great Eastern Rd, Amanaka, Raipur, Chhattisgarh 492010, India",21.2497222,81.6050291
Yangtze University,"Jing Mi Lu, Jingzhou Qu, Jingzhou Shi, Hubei Sheng, China",30.354301,112.150432
Kosin University,"194 Wachi-ro, Dongsam-dong, Yeongdo-gu, Busan, South Korea",35.0796217,129.0630066
Philipps Universität Marburg,"Biegenstraße 10, 35037 Marburg, Germany",50.8106859,8.7741641
Chongqing University of Arts and Sciences,"Xinglong Ave, Yongchuan Qu, Chongqing Shi, China",29.344514,105.942651
Universitat Aut onoma de Barcelona,"Universitat Autònoma, 08193, Barcelona, Spain",41.5028381,2.1027052
Converse College,"580 E Main St, Spartanburg, SC 29302, USA",34.9560481,-81.91890389999999
The City University of New,"205 E 42nd St, New York, NY 10017, USA",40.750877,-73.9736066
MAXIMUS Federal,"5912 US 49 #4, Hattiesburg, MS 39401, USA",31.3117852,-89.3172045
SARS,"1955 W Lucero Rd, Tucson, AZ 85737, USA",32.3820668,-111.010158
SCYNEXIS Inc,"One Evertrust Plaza, 13th Floor, Jersey City, NJ 07302, USA",40.718461,-74.037638
Complejo Hospitalario Universitario de Toledo,"Av. del Río Guadiana, 45007 Toledo, Spain",39.8591766,-3.9598586
U.S. Department of Health,"330 C St SW, Washington, DC 20416, USA",38.8866441,-77.0144068
Luminex Corporation,"4088 Commercial Ave, Northbrook, IL 60062, USA",42.1465399,-87.8782294
Universidade Federal Rural da Amazônia,"Estr. Principal da Ufra, 2150 - Curió Utinga, Belém - PA, 66077, Brazil",-1.4561969,-48.4377162
The First Affiliated Hospital of Jinan University,"613 Huangpu W Ave, Tian He Gong Yuan, Tianhe Qu, Guangzhou Shi, Guangdong Sheng, China",23.126134,113.350409
Yorkhill NHS Trust,"Dalnair St, Yorkhill, Glasgow G3 8SJ, UK",55.8664772,-4.296968
National and Kapodistrian University of Athens,"Athens 157 72, Greece",37.968196,23.7786871
Netherlands Institute of Health Services Research,"Otterstraat 118, 3513 CR Utrecht, Netherlands",52.0991764,5.1107144
Council of Scientific and Industrial research,"Anusandhan Bhawan, 2, Rafi Marg, Sansad Marg Area, New Delhi, Delhi 110001, India",28.618146,77.211917
Zhejiang Chinese Medical University,"548 Binwen Rd, Binjiang Qu, Hangzhou Shi, Zhejiang Sheng, China",30.172752,120.149631
New England Primate Research Center,"505 NW 185th Ave, Beaverton, OR 97006, USA",45.5243417,-122.875152
Virginia Commonwealth University Health Systems,"57 N 11th St, Richmond, VA 23298, USA",37.5400695,-77.4299163
Aston Triangle,"Aston Triangle, Birmingham B7 4BH, UK",52.4888293,-1.8885868
Norwegian Institute of Public Health,"Lovisenberggata 8, 0456 Oslo, Norway",59.9344396,10.7458493
Hospital Universitario y Politécnico La Fe,"Avinguda de Fernando Abril Martorell, 106, 46026 València, Valencia, Spain",39.44351,-0.3762115
CHU Sainte-Justine,"3175 Chemin de la Côte-Sainte-Catherine, Montréal, QC H3T 1C5, Canada",45.5032538,-73.6239743
Yerevan State University,"1 Alek Manukyan St, Yerevan 0025, Armenia",40.1817804,44.52624350000001
Kong Baptist University (HKBU),"224 Waterloo Rd, Kowloon Tong, Hong Kong",22.3402155,114.1796915
Yokohama City University School of Medicine,"3-chōme-9 Fukuura, Kanazawa-ku, Yokohama, Kanagawa 236-0004, Japan",35.34343,139.651495
Université Paris Diderot Sorbonne Paris Cité,"5 Rue Thomas Mann, 75013 Paris, France",48.8277587,2.3826409
Kintampo Health Research Centre,"Hospital Road,, Near Kintampo-north Municipal Hospital, Kintampo, Ghana",8.050582,-1.732133
Charité University Medicine Berlin,"Charitépl. 1, 10117 Berlin, Germany",52.5264618,13.3766245
Bee Research Laboratory,"1 Bee Biology Rd, Davis, CA 95616, USA",38.536706,-121.7889813
IHU POLMIT CHU Nord AP-HM,"Chemin des Bourrely, 13015 Marseille, France",43.3792205,5.3633321
Lahore University of Management Sciences,"DHA Phase 5, Opposite Sector U, Khayaban e Jinnah، Road، Cantt, Lahore, Punjab 54792, Pakistan",31.4699781,74.4110872
Palazzo dei Congressi,"Piazza John Kennedy, 1, 00144 Roma RM, Italy",41.8340588,12.4745454
Beijing Chao-Yang Hospital Affiliated to Capital Medical University,"Dongdaqiao Byway, Chaoyang Qu, Beijing Shi, China",39.924777,116.451841
Heinrich-Heine-University Düsseldorf,"Universitätsstraße 1, 40225 Düsseldorf, Germany",51.1921232,6.7944178
Universidade Estadual de Feira de Santana (UEFS),"Av. Transnordestina, s/n - Novo Horizonte, Feira de Santana - BA, 44036-900, Brazil",-12.200417,-38.971923
Children's National Medical Center,"111 Michigan Ave NW, Washington, DC 20010, USA",38.9265593,-77.0138728
UCL Great Ormond Street Institute of Child Health,"30 Guilford St, Holborn, London WC1N 1EH, UK",51.523309,-0.120066
Shenyang Jianzhu University,"China, Liaoning Sheng, Shenyang Shi, 东陵区浑南东路9号",41.74381899999999,123.515164
Noguchi Memorial Institute for Medical Research,"Legon, Accra, Ghana",5.6347583,-0.182984
Harvard University and Massachusetts Institute of Technology (former known as Partners AIDS Research Center of Massachusetts General Hospital,"55 Fruit St, Boston, MA 02114, USA",42.3626109,-71.067566
The Affiliated Hospital of Qingdao University,"16 Jiangsu Rd, Shinan Qu, Qingdao Shi, Shandong Sheng, China",36.0667,120.327607
Hong Kong Special Administrative Region,Hong Kong,22.3193039,114.1693611
Universidad de Barcelona. Hospital Clínic. Barcelona. España. c Laboratorio Inmunobiología Molecular. Hospital General Universitario Gregorio Marañón. Madrid,"Calle del Dr. Esquerdo, 46, 28007 Madrid, Spain",40.4191053,-3.6703866
CHU Nantes,"5 Allée de l'Île Gloriette, 44093 Nantes, France",47.2096537,-1.5587188
Calmette Hospital,"St 80, Phnom Penh, Cambodia",11.5810584,104.9159025
KCL (Korea Conformity Laboratories),Korea,37.66399759999999,127.9784585
Fukuoka University School of Medicine,"7-chōme-45-1 Nanakuma, Jōnan-ku, Fukuoka, 814-0133, Japan",33.5464973,130.3598983
Laikon Hospital,"324 Bridge Rd, Richmond VIC 3121, Australia",-37.8189912,145.0021688
Lethbridge Research and Development Centre,"5403 1 Ave S, Lethbridge, AB T1J 4B1, Canada",49.7002444,-112.7632258
Instituto Pasteur de Montevideo,"Mataojo 2020, 11400 Montevideo, Departamento de Montevideo, Uruguay",-34.8834579,-56.1184537
Chongqing Institute of Technology,"Banan, Chongqing, China",29.4580277,106.528992
Federal University Lafia,"Nasarawa, Nigeria",8.4736865,8.5583479
